area under the PR curve (Google Machine Learning Glossary)|"

<p>See <a href=""https://developers.google.com/machine-learning/glossary/#PR_AUC""><strong>PR AUC (Area under the PR Curve)</strong></a>.</p>

"
area under the ROC curve (Google Machine Learning Glossary)|"

<p>See <a href=""https://developers.google.com/machine-learning/glossary/#AUC""><strong>AUC (Area under the ROC curve)</strong></a>.</p>

"
artificial general intelligence (Google Machine Learning Glossary)|"

<p>A non-human mechanism that demonstrates a <em>broad range</em> of problem solving,
creativity, and adaptability. For example, a program demonstrating artificial
general intelligence could translate text, compose symphonies, <em>and</em> excel at
games that have not yet been invented.</p>

"
artificial intelligence (Google Machine Learning Glossary)|"

<p>A non-human program or model that can solve sophisticated tasks. For example,
a program or model that translates text or a program or model that identifies
diseases from radiologic images both exhibit artificial intelligence.</p>

<p>Formally, <a href=""https://developers.google.com/machine-learning/glossary/#machine_learning""><strong>machine learning</strong></a> is a sub-field of artificial
intelligence. However, in recent years, some organizations have begun using the
terms <em>artificial intelligence</em> and <em>machine learning</em> interchangeably.</p>

"
attribute (Google Machine Learning Glossary)|"

<p>Synonym for <a href=""https://developers.google.com/machine-learning/glossary/#feature""><strong>feature</strong></a>. In fairness, attributes often refer to
characteristics pertaining to individuals.</p>

"
AUC (Area under the ROC Curve) (Google Machine Learning Glossary)|"

<p>An evaluation metric that considers all possible
<a href=""https://developers.google.com/machine-learning/glossary/#classification_threshold""><strong>classification thresholds</strong></a>.</p>

<p>The Area Under the <a href=""https://developers.google.com/machine-learning/glossary/#ROC""><strong>ROC curve</strong></a> is the probability that a classifier
will be more confident that a randomly chosen positive example is actually
positive than that a randomly chosen negative example is positive.</p>

"
augmented reality (Google Machine Learning Glossary)|"

<p>A technology that superimposes a computer-generated image on a user&#39;s view of
the real world, thus providing a composite view.</p>

"
automation bias (Google Machine Learning Glossary)|"

<p>When a human decision maker favors recommendations made by an automated
decision-making system over information made without automation, even
when the automated decision-making system makes errors.</p>

"
average precision (Google Machine Learning Glossary)|"

<p>A metric for summarizing the performance of a ranked sequence of results.
Average precision is calculated by taking the average of the
<a href=""https://developers.google.com/machine-learning/glossary/#precision""><strong>precision</strong></a> values for each relevant result (each result in
the ranked list where the recall increases relative to the previous result).</p>

<p>See also <a href=""https://developers.google.com/machine-learning/glossary/#area_under_the_pr_curve""><strong>Area under the PR Curve</strong></a>.</p>


"
backpropagation (Google Machine Learning Glossary)|"

<p>The primary algorithm for performing
<a href=""https://developers.google.com/machine-learning/glossary/#gradient_descent""><strong>gradient descent</strong></a> on
<a href=""https://developers.google.com/machine-learning/glossary/#neural_network""><strong>neural networks</strong></a>. First, the output values
of each node are calculated (and cached) in a forward pass.
Then, the <a href=""https://developers.google.com/machine-learning/glossary/#partial_derivative""><strong>partial derivative</strong></a>
of the error with respect to each parameter is calculated in a backward
pass through the graph.</p>

"
bag of words (Google Machine Learning Glossary)|"

<p>A representation of the words in a phrase or passage,
irrespective of order. For example, bag of words represents the
following three phrases identically:</p>

<ul align=""left"">
<li>the dog jumps</li>
<li>jumps the dog</li>
<li>dog jumps the</li>
</ul>

<p>Each word is mapped to an index in a <a href=""https://developers.google.com/machine-learning/glossary/#sparse_vector""><strong>sparse vector</strong></a>, where
the vector has an index for every word in the vocabulary.  For example,
the phrase <em>the dog jumps</em> is mapped into a feature vector with non-zero
values at the three indices corresponding to the words <em>the</em>, <em>dog</em>, and
<em>jumps</em>. The non-zero value can be any of the following:</p>

<ul align=""left"">
<li>A 1 to indicate the presence of a word.</li>
<li>A count of the number of times a word appears in the bag. For example,
if the phrase were <em>the maroon dog is a dog with maroon fur</em>, then both
<em>maroon</em> and <em>dog</em> would be represented as 2, while the other words would
be represented as 1.</li>
<li>Some other value, such as the logarithm of the count of the number of
times a word appears in the bag.</li>
</ul>

"
baseline (Google Machine Learning Glossary)|"

<p>A <a href=""https://developers.google.com/machine-learning/glossary/#model""><strong>model</strong></a> used as a reference point for comparing how well another
model (typically, a more complex one) is performing. For example, a
<a href=""https://developers.google.com/machine-learning/glossary/#logistic_regression""><strong>logistic regression model</strong></a> might serve as a
good baseline for a <a href=""https://developers.google.com/machine-learning/glossary/#deep_model""><strong>deep model</strong></a>.</p>

<p>For a particular problem, the baseline helps model developers quantify
the minimal expected performance that a new model must achieve for the new
model to be useful.</p>

"
batch (Google Machine Learning Glossary)|"

<p>The set of examples used in one <a href=""https://developers.google.com/machine-learning/glossary/#iteration""><strong>iteration</strong></a> (that is, one
<a href=""https://developers.google.com/machine-learning/glossary/#gradient""><strong>gradient</strong></a> update) of
<a href=""https://developers.google.com/machine-learning/glossary/#model_training""><strong>model training</strong></a>.</p>

<p>See also <a href=""https://developers.google.com/machine-learning/glossary/#batch_size""><strong>batch size</strong></a>.</p>

"
batch normalization (Google Machine Learning Glossary)|"

<p><a href=""https://developers.google.com/machine-learning/glossary/#normalization""><strong>Normalizing</strong></a> the input or output of the
<a href=""https://developers.google.com/machine-learning/glossary/#activation_function""><strong>activation functions</strong></a> in a
<a href=""https://developers.google.com/machine-learning/glossary/#hidden_layer""><strong>hidden layer</strong></a>. Batch normalization can
provide the following benefits:</p>

<ul align=""left"">
<li>Make <a href=""https://developers.google.com/machine-learning/glossary/#neural_network""><strong>neural networks</strong></a> more stable by protecting
against <a href=""https://developers.google.com/machine-learning/glossary/#outliers""><strong>outlier</strong></a> weights.</li>
<li>Enable higher <a href=""https://developers.google.com/machine-learning/glossary/#learning_rate""><strong>learning rates</strong></a>.</li>
<li>Reduce <a href=""https://developers.google.com/machine-learning/glossary/#overfitting""><strong>overfitting</strong></a>.</li>
</ul>

"
batch size (Google Machine Learning Glossary)|"

<p>The number of examples in a <a href=""https://developers.google.com/machine-learning/glossary/#batch""><strong>batch</strong></a>. For example, the batch size
of <a href=""https://developers.google.com/machine-learning/glossary/#SGD""><strong>SGD</strong></a> is 1, while the batch size of
a <a href=""https://developers.google.com/machine-learning/glossary/#mini-batch""><strong>mini-batch</strong></a> is usually between 10 and 1000. Batch size is
usually fixed during <a href=""https://developers.google.com/machine-learning/glossary/#training""><strong>training</strong></a> and <a href=""https://developers.google.com/machine-learning/glossary/#inference""><strong>inference</strong></a>;
however, <a href=""https://developers.google.com/machine-learning/glossary/#TensorFlow""><strong>TensorFlow</strong></a> does permit dynamic batch sizes.</p>

"
Bayesian neural network (Google Machine Learning Glossary)|"

<p>A probabilistic <a href=""https://developers.google.com/machine-learning/glossary/#neural_network""><strong>neural network</strong></a> that accounts for
uncertainty in <a href=""https://developers.google.com/machine-learning/glossary/#weight""><strong>weights</strong></a> and outputs. A standard neural network
regression model typically <a href=""https://developers.google.com/machine-learning/glossary/#prediction""><strong>predicts</strong></a> a scalar value;
for example, a model predicts a house price
of 853,000. By contrast, a Bayesian neural network predicts a distribution of
values; for example, a model predicts a house price of 853,000 with a standard
deviation of 67,200. A Bayesian neural network relies on
<a href=""https://betterexplained.com/articles/an-intuitive-and-short-explanation-of-bayes-theorem/"" target=""T"">
Bayes&#39; Theorem</a>
to calculate uncertainties in weights and predictions. A Bayesian neural
network can be useful when it is important to quantify uncertainty, such as in
models related to pharmaceuticals. Bayesian neural networks can also help
prevent <a href=""https://developers.google.com/machine-learning/glossary/#overfitting""><strong>overfitting</strong></a>.</p>

"
Bellman equation (Google Machine Learning Glossary)|"

<p>In reinforcement learning, the following identity satisfied by the optimal
<a href=""https://developers.google.com/machine-learning/glossary/#q-function""><strong>Q-function</strong></a>:</p>

<p>\[Q(s, a) = r(s, a) + \gamma \mathbb{E}_{s&#39;|s,a} \max_{a&#39;} Q(s&#39;, a&#39;))\]</p>

<p><a href=""https://developers.google.com/machine-learning/glossary/#reinforcement_learning""><strong>Reinforcement learning</strong></a> algorithms apply this
identity to create <a href=""https://developers.google.com/machine-learning/glossary/#q-learning""><strong>Q-learning</strong></a> via the following update rule:</p>

<p>\[Q(s,a) \gets Q(s,a) + \alpha
  \left[r(s,a)
      + \gamma \displaystyle\max_{\substack{a_1}} Q(s’,a’)
    - Q(s,a) \right]
\]</p>

<p>Beyond reinforcement learning, the Bellman equation has applications to
dynamic programming. See the
<a href=""https://wikipedia.org/wiki/Bellman_equation"" target=""T"">
Wikipedia entry for Bellman Equation</a>.</p>

"
bias (ethics/fairness) (Google Machine Learning Glossary)|"

<p>
1. Stereotyping, prejudice or favoritism towards some things, people,
or groups over others. These biases can affect collection and
interpretation of data, the design of a system, and how users interact
with a system.  Forms of this type of bias include:
</p>

<ul align=""left"">
<li><a href=""https://developers.google.com/machine-learning/glossary/#automation_bias""><strong>automation bias</strong></a></li>
<li><a href=""https://developers.google.com/machine-learning/glossary/#confirmation_bias""><strong>confirmation bias</strong></a></li>
<li><a href=""https://developers.google.com/machine-learning/glossary/#confirmation_bias""><strong>experimenter’s bias</strong></a></li>
<li><a href=""https://developers.google.com/machine-learning/glossary/#group_attribution_bias""><strong>group attribution bias</strong></a></li>
<li><a href=""https://developers.google.com/machine-learning/glossary/#implicit_bias""><strong>implicit bias</strong></a></li>
<li><a href=""https://developers.google.com/machine-learning/glossary/#in-group_bias""><strong>in-group bias</strong></a></li>
<li><a href=""https://developers.google.com/machine-learning/glossary/#out-group_homogeneity_bias""><strong>out-group homogeneity bias</strong></a></li>
</ul>

<p>
2. Systematic error introduced by a sampling or reporting procedure.
Forms of this type of bias include:
</p>

<ul align=""left"">
<li><a href=""https://developers.google.com/machine-learning/glossary/#selection_bias""><strong>coverage bias</strong></a></li>
<li><a href=""https://developers.google.com/machine-learning/glossary/#selection_bias""><strong>non-response bias</strong></a></li>
<li><a href=""https://developers.google.com/machine-learning/glossary/#participation_bias""><strong>participation bias</strong></a></li>
<li><a href=""https://developers.google.com/machine-learning/glossary/#reporting_bias""><strong>reporting bias</strong></a></li>
<li><a href=""https://developers.google.com/machine-learning/glossary/#selection_bias""><strong>sampling bias</strong></a></li>
<li><a href=""https://developers.google.com/machine-learning/glossary/#selection_bias""><strong>selection bias</strong></a></li>
</ul>

<p>Not to be confused with the <a href=""https://developers.google.com/machine-learning/glossary/#bias"">bias term</a> in machine learning models
or <a href=""https://developers.google.com/machine-learning/glossary/#prediction_bias""><strong>prediction bias</strong></a>.</p>

"
bias (math) (Google Machine Learning Glossary)|"

<p>An intercept or offset from an origin. Bias (also known as the
<strong>bias term</strong>) is referred to as <em>b</em> or <i>w<sub>0</sub></i> in
machine learning models.  For example, bias is the <em>b</em> in the
following formula:</p>

<div>
[$$]y' = b + w_1x_1 + w_2x_2 + … w_nx_n[/$$]
</div>

<p>Not to be confused with <a href=""https://developers.google.com/machine-learning/glossary/#bias_ethics""><strong>bias in ethics and fairness</strong></a>
or <a href=""https://developers.google.com/machine-learning/glossary/#prediction_bias""><strong>prediction bias</strong></a>.</p>

"
bigram (Google Machine Learning Glossary)|"

<p>An <a href=""https://developers.google.com/machine-learning/glossary/#N-gram""><strong>N-gram</strong></a> in which N=2.</p>

"
binary classification (Google Machine Learning Glossary)|"

<p>A type of <a href=""https://developers.google.com/machine-learning/glossary/#classification_model""><strong>classification</strong></a> task that outputs one
of two mutually exclusive <a href=""https://developers.google.com/machine-learning/glossary/#class""><strong>classes</strong></a>. For example, a machine
learning model that evaluates email messages and outputs either &quot;spam&quot; or
&quot;not spam&quot; is a <a href=""https://developers.google.com/machine-learning/glossary/#binary_classification""><strong>binary classifier</strong></a>.</p>

"
binning (Google Machine Learning Glossary)|"

<p>See <a href=""https://developers.google.com/machine-learning/glossary/#bucketing""><strong>bucketing</strong></a>.</p>

"
boosting (Google Machine Learning Glossary)|"

<p>A machine learning technique that iteratively combines a set of simple and
not very accurate classifiers (referred to as &quot;weak&quot; classifiers) into a
classifier with high accuracy (a &quot;strong&quot; classifier) by
<a href=""https://developers.google.com/machine-learning/glossary/#upweighting""><strong>upweighting</strong></a> the examples that the model is currently
misclassfying.</p>

"
bounding box (Google Machine Learning Glossary)|"

<p>In an image, the (<em>x</em>, <em>y</em>) coordinates of a rectangle around an area of
interest, such as the dog in the image below.</p>

<p>
<img src=""https://developers.google.com/machine-learning/glossary/images/bounding_box.jpg""
     alt=""Photograph of a dog sitting on a sofa. A green bounding box
          with top-left coordinates of (275, 1271) and bottom-right
          coordinates of (2954, 2761) circumscribes the dog's body"">
</p>


"
broadcasting (Google Machine Learning Glossary)|"

<p>Expanding the shape of an operand in a matrix math operation to
<a href=""https://developers.google.com/machine-learning/glossary/#dimensions""><strong>dimensions</strong></a> compatible for that operation. For instance,
linear algebra requires that the two operands in a matrix addition operation
must have the same dimensions. Consequently, you can&#39;t add a matrix of shape
(m, n) to a vector of length n. Broadcasting enables this operation by
virtually expanding the vector of length n to a matrix of shape (m,n) by
replicating the same values down each column.</p>

<p>For example, given the following definitions, linear algebra prohibits
A+B because A and B have different dimensions:</p>
<pre class=""prettyprint"" translate=""no"" dir=""ltr""><code translate=""no"" dir=""ltr"">A = [[7, 10, 4],
     [13, 5, 9]]
B = [2]
</code></pre>
<p>However, broadcasting enables the operation A+B by virtually expanding B to:</p>
<pre class=""prettyprint"" translate=""no"" dir=""ltr""><code translate=""no"" dir=""ltr""> [[2, 2, 2],
  [2, 2, 2]]
</code></pre>
<p>Thus, A+B is now a valid operation:</p>
<pre class=""prettyprint"" translate=""no"" dir=""ltr""><code translate=""no"" dir=""ltr"">[[7, 10, 4],  +  [[2, 2, 2],  =  [[ 9, 12, 6],
 [13, 5, 9]]      [2, 2, 2]]      [15, 7, 11]]
</code></pre>
<p>See the following description of
<a href=""https://docs.scipy.org/doc/numpy-1.15.0/user/basics.broadcasting.html""
target=""T"">broadcasting in NumPy</a> for more details.</p>

"
bucketing (Google Machine Learning Glossary)|"

<p>Converting a (usually <a href=""https://developers.google.com/machine-learning/glossary/#continuous_feature""><strong>continuous</strong></a>) feature into
multiple binary features called buckets or bins, typically based on value
range. For example, instead of representing temperature as a single
continuous floating-point feature, you could chop ranges of temperatures
into discrete bins. Given temperature data sensitive to a tenth of a degree,
all temperatures between 0.0 and 15.0 degrees could be put into one bin,
15.1 to 30.0 degrees could be a second bin, and 30.1 to 50.0 degrees could
be a third bin.</p>


"
calibration layer (Google Machine Learning Glossary)|"

<p>A post-prediction adjustment, typically to account for
<a href=""https://developers.google.com/machine-learning/glossary/#prediction_bias""><strong>prediction bias</strong></a>. The adjusted predictions and
probabilities should match the distribution of an observed set of labels.</p>

"
candidate generation (Google Machine Learning Glossary)|"

<p>The initial set of recommendations chosen by a recommendation system. For
example, consider a bookstore that offers 100,000 titles. The candidate
generation phase creates a much smaller list of suitable books for a
particular user, say 500. But even 500 books is way too many to recommend
to a user. Subsequent, more expensive, phases of a recommendation system
(such as <a href=""https://developers.google.com/machine-learning/glossary/#scoring""><strong>scoring</strong></a> and <a href=""https://developers.google.com/machine-learning/glossary/#re-ranking""><strong>re-ranking</strong></a>) whittle
down those 500 to a much smaller, more useful set of recommendations.</p>

"
candidate sampling (Google Machine Learning Glossary)|"

<p>A training-time optimization in which a probability is calculated for all the
positive labels, using, for example, <a href=""https://developers.google.com/machine-learning/glossary/#softmax""><strong>softmax</strong></a>,
but only for a random
sample of negative labels. For example, if we have an example labeled
<em>beagle</em> and <em>dog</em> candidate sampling computes the predicted probabilities
and corresponding loss terms for the <em>beagle</em> and <em>dog</em> class outputs
in addition to a random subset of the remaining classes
(<em>cat</em>, <em>lollipop</em>, <em>fence</em>). The idea is that the
<a href=""https://developers.google.com/machine-learning/glossary/#negative_class""><strong>negative classes</strong></a> can learn from less frequent
negative reinforcement as long as
<a href=""https://developers.google.com/machine-learning/glossary/#positive_class""><strong>positive classes</strong></a> always get proper positive
reinforcement, and this is indeed observed empirically. The motivation for
candidate sampling is a computational efficiency win from not computing
predictions for all negatives.</p>

"
categorical data (Google Machine Learning Glossary)|"

<p><a href=""https://developers.google.com/machine-learning/glossary/#feature""><strong>Features</strong></a> having a discrete set of possible values. For example,
consider a categorical feature named <code translate=""no"" dir=""ltr"">house style</code>, which has a discrete set of
three possible values: <code translate=""no"" dir=""ltr"">Tudor, ranch, colonial</code>. By representing <code translate=""no"" dir=""ltr"">house style</code>
as categorical data, the model can learn the separate impacts of <code translate=""no"" dir=""ltr"">Tudor</code>,
<code translate=""no"" dir=""ltr"">ranch</code>, and <code translate=""no"" dir=""ltr"">colonial</code> on house price.</p>

<p>Sometimes, values in the discrete set are mutually exclusive, and only one
value can be applied to a given example. For example, a <code translate=""no"" dir=""ltr"">car maker</code>
categorical feature would probably permit only a single value (<code translate=""no"" dir=""ltr"">Toyota</code>)
per example.  Other times, more than one value may be applicable. A single
car could be painted more than one different color, so a <code translate=""no"" dir=""ltr"">car color</code>
categorical feature would likely permit a single example to have multiple
values (for example, <code translate=""no"" dir=""ltr"">red</code> and <code translate=""no"" dir=""ltr"">white</code>).</p>

<p>Categorical features are sometimes called
<a href=""https://developers.google.com/machine-learning/glossary/#discrete_feature""><strong>discrete features</strong></a>.</p>

<p>Contrast with <a href=""https://developers.google.com/machine-learning/glossary/#numerical_data""><strong>numerical data</strong></a>.</p>

"
centroid (Google Machine Learning Glossary)|"

<p>The center of a cluster as determined by a <a href=""https://developers.google.com/machine-learning/glossary/#k-means""><strong>k-means</strong></a> or
<a href=""https://developers.google.com/machine-learning/glossary/#k-median""><strong>k-median</strong></a> algorithm. For instance, if k is 3,
then the k-means or k-median algorithm finds 3 centroids.</p>

"
centroid-based clustering (Google Machine Learning Glossary)|"

<p>A category of <a href=""https://developers.google.com/machine-learning/glossary/#clustering""><strong>clustering</strong></a> algorithms that organizes data
into nonhierarchical clusters. <a href=""https://developers.google.com/machine-learning/glossary/#k-means""><strong>k-means</strong></a> is the most widely
used centroid-based clustering algorithm.</p>

<p>Contrast with <a href=""https://developers.google.com/machine-learning/glossary/#hierarchical_clustering""><strong>hierarchical clustering</strong></a>
algorithms.</p>

"
checkpoint (Google Machine Learning Glossary)|"

<p>Data that captures the state of the variables of a model at a particular
time. Checkpoints enable exporting model <a href=""https://developers.google.com/machine-learning/glossary/#weight""><strong>weights</strong></a>, as well
as performing training across multiple sessions. Checkpoints also enable
training to continue past errors (for example, job preemption). Note that
the <a href=""https://developers.google.com/machine-learning/glossary/#graph""><strong>graph</strong></a> itself is not included in a checkpoint.</p>

"
class (Google Machine Learning Glossary)|"

<p>One of a set of enumerated target values for a label. For example, in a
<a href=""https://developers.google.com/machine-learning/glossary/#binary_classification""><strong>binary classification</strong></a> model that detects
spam, the two classes are <em>spam</em> and <em>not spam</em>.  In a
<a href=""https://developers.google.com/machine-learning/glossary/#multi-class""><strong>multi-class classification</strong></a> model that
identifies dog breeds, the classes would be <em>poodle</em>, <em>beagle</em>, <em>pug</em>, and so
on.</p>

"
classification model (Google Machine Learning Glossary)|"

<p>A type of machine learning model for distinguishing among two or more
discrete classes. For example, a natural language processing classification
model could determine whether an input sentence was in French, Spanish,
or Italian. Compare with <a href=""https://developers.google.com/machine-learning/glossary/#regression_model""><strong>regression model</strong></a>.</p>

"
classification threshold (Google Machine Learning Glossary)|"

<p>A scalar-value criterion that is applied to a model&#39;s predicted score in order
to separate the <a href=""https://developers.google.com/machine-learning/glossary/#positive_class""><strong>positive class</strong></a> from the <a href=""https://developers.google.com/machine-learning/glossary/#negative_class""><strong>negative
class</strong></a>.  Used when mapping
<a href=""https://developers.google.com/machine-learning/glossary/#logistic_regression""><strong>logistic regression</strong></a> results to
<a href=""https://developers.google.com/machine-learning/glossary/#binary_classification""><strong>binary classification</strong></a>. For example, consider
a logistic regression model that determines the probability of a given email
message being spam. If the classification threshold is 0.9, then logistic
regression values above 0.9 are classified as <em>spam</em> and those below
0.9 are classified as <em>not spam</em>.</p>

"
class-imbalanced dataset (Google Machine Learning Glossary)|"

<p>A <a href=""https://developers.google.com/machine-learning/glossary/#binary_classification""><strong>binary classification</strong></a> problem in which the
<a href=""https://developers.google.com/machine-learning/glossary/#label""><strong>labels</strong></a> for the two classes have significantly different
frequencies.  For example, a disease dataset in which 0.0001 of examples
have positive labels and 0.9999 have negative labels is a class-imbalanced
problem, but a football game predictor in which 0.51 of examples label one
team winning and 0.49 label the other team winning is <em>not</em> a
class-imbalanced problem.</p>

"
clipping (Google Machine Learning Glossary)|"

<p>A technique for handling <a href=""https://developers.google.com/machine-learning/glossary/#outliers""><strong>outliers</strong></a>. Specifically, reducing
feature values that are greater than a set maximum value down to that maximum
value. Also, increasing feature values that are less than a specific minimum
value up to that minimum value.</p>

<p>For example, suppose that only a few feature values fall outside the
range 40–60. In this case, you could do the following:</p>

<ul align=""left"">
<li>Clip all values over 60 to be exactly 60.</li>
<li>Clip all values under 40 to be exactly 40.</li>
</ul>

<p>In addition to bringing <em>input values</em> within a designated range, clipping
can also used to force <em>gradient values</em> within a designated range during
training.</p>

"
Cloud TPU (Google Machine Learning Glossary)|"

<p>A specialized hardware accelerator designed to speed up machine
learning workloads on Google Cloud Platform.</p>

"
clustering (Google Machine Learning Glossary)|"

<p>Grouping related <a href=""https://developers.google.com/machine-learning/glossary/#example""><strong>examples</strong></a>, particularly during
<a href=""https://developers.google.com/machine-learning/glossary/#unsupervised_machine_learning""><strong>unsupervised learning</strong></a>. Once all the
examples are grouped, a human can optionally supply meaning to each cluster.</p>

<p>Many clustering algorithms exist.  For example, the <a href=""https://developers.google.com/machine-learning/glossary/#k-means""><strong>k-means</strong></a>
algorithm clusters examples based on their proximity to a
<a href=""https://developers.google.com/machine-learning/glossary/#centroid""><strong>centroid</strong></a>, as in the following diagram:</p>

<p>
<img src=""https://developers.google.com/machine-learning/glossary/images/Cluster.svg"">
</p>

<p>A human researcher could then review the clusters and, for example,
label cluster 1 as &quot;dwarf trees&quot; and cluster 2 as &quot;full-size trees.&quot;</p>

<p>As another example, consider a clustering algorithm based on an
example&#39;s distance from a center point, illustrated as follows:</p>

<p>
<img src=""https://developers.google.com/machine-learning/glossary/images/RingCluster.svg"">
</p>

"
co-adaptation (Google Machine Learning Glossary)|"

<p>When <a href=""https://developers.google.com/machine-learning/glossary/#neuron""><strong>neurons</strong></a> predict patterns in training data by relying
almost exclusively on outputs of specific other neurons instead of relying on
the network&#39;s behavior as a whole. When the patterns that cause co-adaption
are not present in validation data, then co-adaptation causes overfitting.
<a href=""https://developers.google.com/machine-learning/glossary/#dropout_regularization""><strong>Dropout regularization</strong></a> reduces co-adaptation
because dropout ensures neurons cannot rely solely on specific other neurons.</p>

"
